Mode,Category,Subcategory,Note,Income/Expense,Amount(Pounds),date
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-09-05
Saving Bank account 1,Transportation,Travels,Place 2 to mum,Expense,6.8999999999999995,2024-09-01
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-09-01
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-09-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-09-01
Saving Bank account 1,Salary,,From workplace ,Income,587.8248,
Cash,Festivals,Ganesh Pujan,Ganesh idol,Expense,3.3212,
Cash,Household,Kitchen,boric powder,Expense,0.368,
Saving Bank account 1,Household,Toiletries,lizol,Expense,0.9016,
Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,Expense,4.6,
Saving Bank account 1,Family,Pocket money,,Expense,18.4,
Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,Expense,4.6,
Cash,Other,,earphones,Expense,0.9199999999999999,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Cash,Other,,pens,Expense,0.046,
Cash,Grooming,Saloon,hair cut,Expense,0.9199999999999999,
Saving Bank account 1,Investment,LIC,Life Insurance,Expense,103.8312,2024-08-11
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-08-10
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-08-10
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-08-09
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-08-07
Saving Bank account 1,Family,exam fee,PET Psychology,Expense,6.8999999999999995,2024-08-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-08-05
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-08-05
Saving Bank account 1,Family,misc,ipad cover,Expense,2.392,2024-08-04
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-08-01
Saving Bank account 1,Money transfer,,,Expense,138.0,2024-08-01
Saving Bank account 1,Salary,,From workplace ,Income,474.3152,
Cash,Other,,frame for specs,Expense,2.3,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,Expense,23.9108,
Cash,Health,Medicine,citrizen + crocine,Expense,0.092,
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-07-12
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-07-12
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-07-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-07-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-07-05
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-07-05
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-07-04
Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,Expense,23.9108,2024-07-01
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-07-01
Saving Bank account 1,Money transfer,,,Expense,138.0,2024-07-01
Saving Bank account 1,Interest,,interest paid,Income,6.808,
Saving Bank account 1,Other,,pan card application,Expense,0.98348,
Saving Bank account 1,Salary,,From workplace ,Income,474.2048,
Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,Expense,29.439999999999998,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,Expense,9.154,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,Expense,3.2199999999999998,
Saving Bank account 1,Food,snacks,icecream,Expense,1.288,
Saving Bank account 1,Food,Grocery,grocery,Expense,5.52,
Saving Bank account 1,Family,exam fee,Family exam form,Expense,8.326,
Cash,Other,,flour mill,Expense,0.3496,
Cash,Food,Eggs,,Expense,0.7727999999999999,2024-06-12
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-06-12
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-06-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-06-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-06-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-06-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-06-05
Cash,Food,Grocery,biscuits + medicine,Expense,0.6255999999999999,2024-06-05
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-06-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-06-01
Cash,Food,Water,1 Jar,Expense,0.22999999999999998,2024-06-01
Saving Bank account 1,Salary,,From workplace ,Income,474.3152,
Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,Expense,0.45999999999999996,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,Expense,4.6368,
Saving Bank account 1,Grooming,Saloon,hair cut+shaving,Expense,1.104,
Cash,Transportation,auto,Permanent Residence to nearby hospital,Expense,0.368,
Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,Expense,1.656,
Saving Bank account 1,Investment,LIC,Life Insurance,Expense,103.8312,
Cash,Other,,Aadhar mobile number and email id updated,Expense,0.9199999999999999,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-05-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-05-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-05-07
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-05-06
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-05-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-05-05
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-05-03
Cash,Other,,flour mill,Expense,0.22999999999999998,2024-05-02
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-05-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-05-01
Saving Bank account 1,Salary,,From workplace ,Income,474.37453999999997,
Saving Bank account 1,subscription,Hotstar,subscription,Expense,2.7508,
Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,Expense,2.3828,
Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,Expense,1.5548,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Cash,Household,Toiletries,sensodyne toothbrush,Expense,0.45999999999999996,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-04-12
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-04-12
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-04-11
Saving Bank account 1,Food,Grocery,,Expense,11.7668,2024-04-11
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-04-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-04-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-04-05
Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,Expense,2.76,2024-04-03
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,2024-04-02
Cash,Food,beverage,rasna orange,Expense,0.184,2024-04-02
Cash,Transportation,auto,LB road to Permanent Residence,Expense,0.45999999999999996,2024-04-02
Cash,Other,,jeevan drop,Expense,0.276,2024-04-02
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-04-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-04-01
Saving Bank account 1,Salary,,From workplace ,Income,651.4152,
Cash,Other,,owalni,Expense,0.9199999999999999,
Saving Bank account 1,Other,,hit spray(99)+biscuits+mask,Expense,1.4627999999999999,
Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,Expense,1.5548,
Saving Bank account 1,subscription,Mobile Service Provider,,Expense,2.3092,
Cash,Food,Grocery,sambhar masala,Expense,0.322,
Cash,Other,,print out,Expense,0.046,
Saving Bank account 1,Gift,,Ganesh murthi,Expense,0.736,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,
Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,Expense,0.552,2024-03-11
Cash,Other,,watch repair,Expense,2.3,2024-03-11
Cash,Education,School supplies,Gel pens,Expense,0.184,2024-03-11
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-03-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-03-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-03-08
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,2024-03-06
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-03-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-03-05
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-03-02
Saving Bank account 1,Food,snacks,biscuits,Expense,0.644,
Cash,Grooming,Saloon,hair cut,Expense,0.9199999999999999,
Saving Bank account 1,Food,snacks, pedhe,Expense,0.9199999999999999,
Cash,Other,,flour mill,Expense,0.1012,
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,
Cash,Other,,moscuito racket,Expense,2.3,
Saving Bank account 1,Food,snacks, pedhe,Expense,0.45999999999999996,
Saving Bank account 1,Money transfer,,,Expense,92.0,
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Saving Bank account 1,subscription,Audible,audible subscription,Expense,1.8308,
Cash,Food,snacks,5star (2)+munch(2),Expense,0.368,
Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,Expense,1.5548,
Cash,Food,Grocery,biscuits,Expense,0.782,
Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,Expense,1.518,
Cash,Transportation,auto,within city,Expense,0.368,
Saving Bank account 1,Health,Health,hand gloves 4 pairs,Expense,0.736,
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-02-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-02-10
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-02-08
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,2024-02-08
Cash,Food,Grocery,,Expense,1.472,2024-02-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-02-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-02-05
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-02-01
Saving Bank account 1,Money transfer,,,Expense,92.0,
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Saving Bank account 1,subscription,Audible,audible subscription,Expense,1.8308,
Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,Expense,1.5548,
Saving Bank account 1,Other,,wedding gift,Income,414.0,
Cash,Apparel,Footwear,slippers,Expense,1.8399999999999999,2024-01-12
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-01-11
Saving Bank account 1,Investment,Mutual fund,Mutual fund C,Expense,9.2,2024-01-11
Cash,Household,Kitchen,chalk for ants,Expense,0.138,2024-01-10
Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,Expense,2.3092,2024-01-09
Saving Bank account 1,Other,,laptop table,Expense,18.3448,2024-01-08
Saving Bank account 1,Investment,Mutual fund,Mutual fund B,Expense,9.2,2024-01-07
Saving Bank account 1,Investment,RD,,Expense,9.2,2024-01-05
Saving Bank account 1,Investment,Mutual fund,Mutual fund A,Expense,9.2,2024-01-05
Cash,Food,,cake,Expense,3.2199999999999998,2024-01-05
Cash,Transportation,auto,grandparents to Permanent Residence,Expense,0.276,2024-01-05
Cash,Food,,Everest pav bhaji masala,Expense,0.322,2024-01-01
Saving Bank account 1,Investment,Public Provident Fund,,Expense,92.0,2024-01-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-01-01
Saving Bank account 1,Food,,Amul butter 100gm(4 pcs),Expense,1.7664,2024-01-01
Cash,Food,,cake + balloon (150)+caps(50+40),Expense,4.968,
Saving Bank account 1,Salary,,From workplace ,Income,711.482,
Cash,Food,,cake advance,Expense,0.9199999999999999,
Cash,Beauty,Makeup,hair cut+shaving+dye+facial,Expense,18.4,
Cash,Other,,flour mill,Expense,0.2576,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Saving Bank account 1,Apparel,Footwear,sliper,Expense,2.484,
Cash,Household,Kitchen,dustbin bags,Expense,0.45999999999999996,
Saving Bank account 1,Other,,kindle unlimited,Expense,1.5548,
Saving Bank account 1,Gift,,secret Santa - diary,Expense,4.278,
Cash,Food,Eggs,,Expense,0.736,
Saving Bank account 1,Health,Medicine,hand sanitizer,Expense,2.024,
Saving Bank account 1,Health,Medicine,eye drop maxmoist,Expense,2.162,
Saving Bank account 1,Transportation,auto,within city,Expense,0.45999999999999996,2024-12-12
Cash,Transportation,auto,station to Permanent Residence,Expense,0.9199999999999999,2024-12-11
Saving Bank account 1,Investment,Mutual fund,,Expense,9.2,2024-12-10
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-12-10
Cash,Other,,flour mill,Expense,0.2576,2024-12-08
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-12-07
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-12-05
Cash,Food,snacks,Cadbury 2 + chips 2,Expense,0.828,2024-12-05
Cash,Other,,petrol,Expense,1.8399999999999999,2024-12-05
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-12-05
Cash,Apparel,Footwear,Kolhapuri chappal,Expense,2.9899999999999998,2024-12-02
Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,Expense,7.1116,2024-12-01
Cash,Food,Eggs,,Expense,0.7727999999999999,2024-12-01
Saving Bank account 1,Money transfer,,,Expense,460.0,2024-12-01
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-12-01
Saving Bank account 1,Gift,,to Family,Expense,9.4208,2024-12-01
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Cash,Transportation,auto,,Expense,0.45999999999999996,
Cash,Transportation,auto,,Expense,0.276,
Cash,Transportation,auto,,Expense,0.368,
Cash,Food,snacks,egg roll,Expense,0.22999999999999998,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,Expense,2.3092,
Cash,Food,Eggs,1 dozen,Expense,0.7727999999999999,
Saving Bank account 1,Bonus,,Diwali gift,Income,13.799999999999999,
Cash,Other,,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),Expense,2.852,
Cash,Food,Eating out,egg roll,Expense,0.22999999999999998,2024-11-12
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-11-10
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-11-10
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-11-07
Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,Expense,2.3092,2024-11-07
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-11-05
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-11-05
Cash,Food,Dinner,12 eggs,Expense,0.7727999999999999,2024-11-05
Cash,Public Provident Fund,,,Expense,92.0,2024-11-04
Cash,Transportation,auto,Permanent Residence to nearby  hospital,Expense,0.368,2024-11-03
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-11-01
Cash,Transportation,auto,Locality V to Permanent Residence,Expense,0.644,2024-11-01
Cash,Food,snacks,water bottle + khari sing,Expense,0.644,
Cash,Transportation,auto,b45 to Pandya bridge,Expense,0.6532,
Cash,Food,Tea,,Expense,0.092,
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Cash,Food,snacks,sweats,Expense,2.3,
Cash,Health,Health,face mask,Expense,1.38,
Cash,Transportation,auto,golden circle to b45,Expense,1.656,
Cash,Beauty,grooming,hair cut,Expense,0.45999999999999996,
Cash,Transportation,auto,Permanent Residence to kacheri,Expense,0.276,
Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,Expense,6.118,
Saving Bank account 1,Gift,,to Family,Expense,9.2,
Cash,Transportation,Bus,Place 2 to brc travels,Expense,6.072,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Cash,Household,Kitchen,Sapat Parivar Tea half kg,Expense,2.208,
Cash,Household,Appliances,plumber,Expense,0.9199999999999999,
Cash,Transportation,auto,mandir to hospital,Expense,0.184,
Cash,Other,,hanger clips,Expense,0.368,
Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,Expense,2.3092,
Cash,Other,,toll+petrol,Expense,4.6,
Saving Bank account 1,Apparel,Clothing,belt + socs,Expense,13.6068,
Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,Expense,7.3876,
Cash,Money transfer,,,Expense,18.4,
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-10-10
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-10-10
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-10-07
Saving Bank account 1,Gift,,kindle + gift wrap,Expense,73.8668,2024-10-07
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-10-05
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-10-05
Saving Bank account 1,Food,beverage,cold coffee,Expense,3.864,2024-10-02
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-10-01
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Cash,Other,,phone cover,Expense,0.9199999999999999,
Cash,Other,,Mobile Service Provider sim card,Expense,3.2199999999999998,
Cash,Health,Health,6 pairs of use and throw gloves,Expense,1.104,
Cash,Health,Health,2 n95 masks,Expense,2.76,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Cash,Other,,shoe polish,Expense,0.276,
Saving Bank account 1,Other,,Mobile Service Provider fi router,Expense,19.3108,
Saving Bank account 1,Food,Lunch,chicken lollypop + biryani,Expense,3.4868,2024-09-11
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-09-10
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-09-10
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-09-07
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-09-05
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-09-05
Saving Bank account 1,Other,,return deposit,Income,44.16,2024-09-04
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-09-01
Saving Bank account 1,Salary,,From workplace ,Income,458.2152,
Saving Bank account 1,Money transfer,,,Expense,92.0,
Saving Bank account 1,Other,,Screw driver kit,Expense,2.6404,
Saving Bank account 1,Other,,all out refill,Expense,0.6624,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Saving Bank account 1,Household,Kitchen,mixer Philips 7756,Expense,32.1908,
Saving Bank account 1,Other,,internet renewal (3 months pack),Expense,13.34,
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-08-10
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-08-10
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-08-07
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-08-05
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-08-05
Saving Bank account 1,maid,,,Expense,3.0636,2024-08-03
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-08-02
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-08-02
Saving Bank account 1,Rent,,,Expense,23.0,2024-08-02
Saving Bank account 1,Salary,,From workplace ,Income,440.3028,
Saving Bank account 1,Other,,audible subscription,Expense,1.8308,
Saving Bank account 1,Other,,Mobile Service Provider recharge 365 days,Expense,23.9108,
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-07-10
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-07-10
Saving Bank account 1,Other,,earphones,Expense,4.2228,2024-07-09
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-07-07
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-07-06
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-07-06
Saving Bank account 1,Other,,splitwise settlement,Expense,2.8704,2024-07-02
Saving Bank account 1,maid,,,Expense,3.0636,2024-07-01
Saving Bank account 1,Rent,,,Expense,26.0636,2024-07-01
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-07-01
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-07-01
Saving Bank account 1,Salary,,From workplace ,Income,440.3028,
Saving Bank account 1,Other,,Amazon prime,Expense,1.8308,
Saving Bank account 1,Other,,Amazon prime,Expense,9.1908,
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-06-10
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-06-10
Saving Bank account 1,Other,,Tambola,Expense,0.45999999999999996,2024-06-10
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-06-08
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-06-05
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-06-05
Saving Bank account 1,Cook,,,Expense,7.1392,2024-06-01
Saving Bank account 1,Rent,,,Expense,23.395599999999998,2024-06-01
Saving Bank account 1,Public Provident Fund,,,Expense,92.0,2024-06-01
Saving Bank account 1,Household,Appliances,electricity bill,Expense,24.5732,
Saving Bank account 1,Salary,,From workplace ,Income,440.3028,
Saving Bank account 1,Money transfer,,,Expense,92.0,
Saving Bank account 1,Transportation,Taxi,BR to mumbai,Expense,55.199999999999996,
Saving Bank account 1,Other,,splitwise settlement,Expense,5.5844,
Cash,Food,fruits,bananas 1 kg,Expense,0.184,
Saving Bank account 1,Food,Milk,milk half shakti,Expense,0.2392,
Saving Bank account 1,Food,Milk,milk half shakti,Expense,0.2392,
Saving Bank account 1,Other,,internet renewal (3 months pack),Expense,13.34,
Cash,Health,Health,N95 mask,Expense,2.3,
Saving Bank account 1,Food,Milk,milk half shakti,Expense,0.2392,
Cash,Food,Milk,milk half shakti,Expense,0.2392,2024-05-12
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-05-11
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-05-11
Cash,Food,Grocery,onions,Expense,0.184,2024-05-11
Cash,Food,Milk,milk half shakti,Expense,0.2392,2024-05-11
Cash,Household,Toiletries,sensodyne rapid fire,Expense,1.472,2024-05-10
Cash,Health,Health,hand sanitizer + surgical gloves,Expense,2.668,2024-05-09
Cash,Food,Milk,milk half shakti,Expense,0.4784,2024-05-09
Cash,Food,Grocery,gobi,Expense,0.184,2024-05-09
Cash,Food,Milk,milk half shakti,Expense,0.2392,2024-05-08
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-05-07
Cash,Health,Medicine,Limcee+,Expense,0.644,2024-05-06
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-05-05
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-05-05
Cash,Food,Grocery,methi + palak,Expense,0.9199999999999999,2024-05-05
Cash,Food,Milk,milk half shakti,Expense,0.2392,2024-05-05
Saving Bank account 1,Public Provident Fund,,April -May 10k contribution,Expense,184.0,2024-05-03
Saving Bank account 1,Food,Grocery,,Expense,10.8376,2024-05-03
Cash,Cook,,,Expense,46.0,2024-05-03
Credit Card,Money transfer,,,Expense,92.0,2024-05-02
Cash,Food,Milk,milk half shakti,Expense,0.2576,2024-05-02
Cash,Food,Grocery,dahi,Expense,0.184,2024-05-01
Saving Bank account 1,Salary,,From workplace ,Income,453.6152,
Cash,Food,Milk,milk half gold,Expense,0.2576,
Cash,Other,,stationary (drawing book + black sketch pen),Expense,0.5428,
Saving Bank account 1,Food,Grocery,eggs + bread,Expense,1.012,
Saving Bank account 1,Food,Dinner,srikhand,Expense,1.0488,
Saving Bank account 1,Food,Grocery,snacks + veggie,Expense,3.864,
Cash,Food,Milk,milk half gold,Expense,0.5152,
Saving Bank account 1,Other,,hair oil,Expense,1.656,
Saving Bank account 1,Food,Grocery,snacks,Expense,2.9808,
Saving Bank account 1,Other,,covid19 donation to PM fund,Expense,4.6,
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,
Cash,Food,Grocery,,Expense,6.4308,2024-04-10
Cash,Food,Grocery,,Expense,1.4352,2024-04-08
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-04-07
Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,Expense,9.2,2024-04-07
Saving Bank account 1,Investment,Mutual fund,ICICI prudential,Expense,9.2,2024-04-06
Saving Bank account 1,Money transfer,,,Expense,92.0,2024-04-05
Cash,Food,Grocery,,Expense,2.6404,2024-04-04
Credit Card,Food,Grocery,,Expense,8.1788,2024-04-04
Cash,Other,,cleaning drainage,Expense,2.76,2024-04-04
Cash,garbage disposal,,,Expense,0.45999999999999996,2024-04-04
Cash,Cook,,,Expense,46.0,2024-04-02
Cash,Food,Grocery,toothbrush + biscuits,Expense,0.45999999999999996,2024-04-01
Saving Bank account 1,Salary,,From workplace ,Income,651.4152,
Cash,Health,Medicine,kala hit,Expense,2.4748,
Cash,Food,Grocery,,Expense,1.38,
Cash,water (jar /tanker),,,Expense,0.184,
Cash,Food,Milk,,Expense,0.2392,
Credit Card,Food,Grocery,,Expense,3.99096,
Cash,water (jar /tanker),,refilling,Expense,0.184,
Cash,Apparel,Laundry,dry cleaning,Expense,0.9199999999999999,
Credit Card,Health,Hospital,dentist check-up,Expense,34.04,
Cash,Household,Kitchen,cooker ring,Expense,0.45999999999999996,
Cash,Food,snacks,samosa+tea+veg cheese grill sandwich,Expense,0.4876,
Cash,Food,Lunch,dal fry and chapati,Expense,0.22999999999999998,
Cash,Food,breakfast,aloo paratha,Expense,0.184,
Cash,Food,Milk,,Expense,0.2392,
Cash,Other,,laptop repair,Expense,4.14,
Cash,Health,Hospital,dentist check-up,Expense,9.2,
Cash,Food,Tea,,Expense,0.184,
Cash,Apparel,Clothing,altering,Expense,0.276,
Cash,Food,Milk,shakti + bread,Expense,0.3312,
Cash,Other,,cycle air pumping,Expense,0.046,
Cash,Apparel,Laundry,ironing,Expense,0.368,
Cash,Food,Milk,,Expense,0.2392,
Cash,Transportation,auto,to office,Expense,0.092,
Credit Card,Health,Hospital,root canal due,Expense,17.48,2024-03-12
Cash,Food,Tea,,Expense,0.276,2024-03-12
Saving Bank account 1,Recurring Deposit,,,Expense,9.2,2024-03-11
Cash,Food,Tea,,Expense,0.0736,2024-03-11
Saving Bank account 1,Transportation,train,train - ddr to brc cancellation charges,Expense,0.10856,2024-03-10
Saving Bank account 1,Investment,Mutual fund, mutual fund,Expense,9.2,2024-03-10
Saving Bank account 1,Transportation,train,train - brc to ddr cancellation charges,Expense,0.10856,2024-03-10
